	course_code	units
5195	Nutr 241	3.0
5196	Nutr 350	3.0
5197	PA 146	3.0
5198	PA 161	3.0
5199	PA 162	3.0
5200	PA 172	3.0
5201	PA 274	3.0
5202	PA 275	3.0
5203	PE 2 PLT	2.0
5204	PEd 154	3.0
5205	Pan Pil 241	3.0
5206	Philo 202	3.0
5207	Physics 114	3.0
5208	Physics 326	3.0
5209	Physics 362	3.0
5210	Psych 135	3.0
5211	Psych 145	3.0
5212	Psych 171	3.0
5213	Psych 240	3.0
5214	Psych 263	4.0
5215	Psych 270	3.0
5216	Psych 286	3.0
5217	Psych 366	3.0
5218	B 211	3.0
5219	B 264	3.0
5220	BA 147	3.0
5221	BC 181	3.0
5222	BC 197	3.0
5223	FLCD 172	3.0
5224	FLCD 174	3.0
5225	FLCD 175	4.0
5226	FN 165.1	2.0
5227	FS 135	5.0
5228	Film 225	3.0
5229	DE 293	3.0
5230	CE 16	0.0
5231	CE 28	0.0
5232	CE 110	3.0
5233	CE 111	3.0
5234	CE 155	3.0
5235	CE 156	3.0
5236	CE 341	3.0
5237	CE 342	3.0
5238	CS 131	3.0
5239	CS 397	3.0
5240	CT 171	3.0
5241	CW 250	3.0
5242	CW 322	3.0
5243	CWTS 2 CAL	3.0
5244	ChE 132	3.0
5245	ChE 133	3.0
5246	ChE 134	3.0
5247	ChE 153	3.0
5248	ChE 248	3.0
5249	CoE 23	3.0
5250	Comm 241	3.0
5251	EDLR 101	3.0
5252	EDSC 122	3.0
5253	EDSP 314	3.0
5254	EE 145	3.0
5255	EE 152	3.0
5256	EEE 41	0.0
5257	EEE 42	1.0
5258	ES 13	3.0
5259	Eng 335	3.0
5260	ME 164	3.0
5261	ME 165	3.0
5262	MSE 253	3.0
5263	MatE 105.1	1.0
5264	MatE 111	3.0
5265	MatE 121	3.0
5266	MatE 121.1	1.0
5267	MetE 149	3.0
5268	MuC 160-O	3.0
5269	MuC 170-O	3.0
5270	MuK 191	2.0
5271	MuK 192	2.0
5272	MuP 20 VMT	2.0
5273	MuP 21 BR	1.0
5274	MuP 21 WWD Cla	3.0
5275	MuP 30 VMT	2.0
5276	MuP 31 BR	1.0
5277	MuP 31 WWD	1.0
5278	MuP 50 PNO	2.0
5279	MuP 60 VMT	2.0
5280	MuP 61 BR Trb	3.0
5281	MuP 71 BR Trb	1.0
5282	MuP 71 PERC	1.0
5283	MuP 71 WWD	1.0
5284	MuP 81 BR Trb	1.0
5285	MuP 81 PERC	1.0
5286	MuP 90 STG	2.0
5287	MuP 90 STG Gtr	2.0
5288	MuP 120 Ba	3.0
5289	MuP 150 BR Tu	3.0
5290	MuP 170 BR Tu	3.0
5291	MuP 180 STG Gtr	3.0
5292	MuP 180 STG Ce	3.0
5293	MuP 197 WWD Sax	1.0
5294	MuP 197 WWD Cla	1.0
5295	MuP 210 WWD Fl	3.0
5296	MuP 220 VMT	3.0
5297	MuP 251 Ku	3.0
5298	MuPC 158 VMT	3.0
5299	MuPC 159 VMT	3.0
5300	MuPC 181 VMT	2.0
5301	L Arch 201	3.0
5302	L Arch 206	3.0
5303	L Arch 255	3.0
5304	L Arch 262	3.0
5305	Lingg 240	3.0
5306	IE 160	0.0
5307	Int Chi A	0.0
5308	Intl Stud 267	3.0
5309	Isl Stud 112	3.0
5310	Isl Stud 123	3.0
5311	Socio 135	3.0
5312	Speech 195	3.0
5313	GE 128	3.0
5314	GE 153	3.0
5315	GE 154	3.0
5316	Geol 255	3.0
5317	Kas 298	3.0
5318	Kas 327	3.0
5319	Kas 342	3.0
5320	J 250	3.0
5321	Accounting 1	3.0
5322	Anthro 172	3.0
5323	Anthro 205	3.0
5324	App Physics 183	3.0
5325	App Physics 185	4.0
5326	Arch 202	3.0
5327	Arch 206	3.0
5328	Arch 221	3.0
5329	Arch 233	3.0
5330	Arch 234	3.0
5331	Arch 236	3.0
5332	Art Stud 274	3.0
5333	PA 276	3.0
5334	Philo 114	3.0
5335	Philo 370	3.0
5336	Physics 166	3.0
5337	Physics 351	3.0
5338	Physics 355	3.0
5339	Psych 275	3.0
5340	BC 122	3.0
5341	BC 148	3.0
5342	BC 174	3.0
5343	BC 182	3.0
5344	BIO 133	5.0
5345	Bioethics 212	3.0
5346	FLCD 188	3.0
5347	FN 176	6.0
5348	FN 190	1.0
5349	WD 300	3.0
5350	CD 300	3.0
5351	CL 270	3.0
5352	CS 225	3.0
5353	CS 318	3.0
5354	CTRA 224	2.0
5355	CW 310	3.0
5356	ChE 124	2.0
5357	ChE 126	3.0
5358	ChE 135	2.0
5359	ChE 140	3.0
5360	ChE 150	3.0
5361	ChE 211	3.0
5362	ChE 233	3.0
5363	CoE 151	4.0
5364	Comm 224	3.0
5365	ECE 151	3.0
5366	EDAD 221	3.0
5367	EDFD 219	3.0
5368	EE 121	3.0
5369	EE 153	3.0
5370	EE 374	3.0
5371	EEE 101	3.0
5372	EM 36	3.0
5373	ME 41	3.0
5374	MatE 10	3.0
5375	MatE 123	2.0
5376	MatE 131.1	1.0
5377	MatE 151	3.0
5378	MetE 12	1.0
5379	MetE 135	2.0
5380	MetE 150	1.0
5381	MetE 251	3.0
5382	MuC 180-O	3.0
5383	MuC 190-O	3.0
5384	MuP 21 WWD Sax	3.0
5385	MuP 31 PIC Trp	3.0
5386	MuP 51 BR Tpt	1.0
5387	MuP 60 STG Gtr	2.0
5388	MuP 61 BR Tpt	3.0
5389	MuP 61 WWD Sax	3.0
5390	MuP 70 STG Vn	2.0
5391	MuP 71 BR Tpt	1.0
5392	MuP 80 STG Gtr	2.0
5393	MuP 81 BR Tpt	1.0
5394	MuP 180 BR Tpt	3.0
5395	MuP 190 BR Tpt	3.0
5396	MuP 190 STG Ce	3.0
5397	MuP 196 BR Tu	1.0
5398	MuP 196 PERC	1.0
5399	MuP 220 WWD Fl	3.0
5400	MuP 252 Ku	3.0
5401	MuPC 2	1.0
5402	MuPC 161 VMT	2.0
5403	MuPC 161 STG	2.0
5404	MuPC 171 STG	2.0
5405	MuPC 181	2.0
5406	L Arch 202	3.0
5407	L Arch 250	3.0
5408	L Arch 265	3.0
5409	IE 122	3.0
5410	IE 251	3.0
5411	IS 286	3.0
5412	Int Chi B	0.0
5413	Isl Stud 111	3.0
5414	Isl Stud 131	3.0
5415	SW 300	3.0
5416	Span 40	3.0
5417	Stat 266	3.0
5418	Geog 159	3.0
5419	Geog 214	3.0
5420	Geol 60	4.0
5421	German 45	3.0
5422	German 80	3.0
5423	Theatre 298	3.0
5424	AS 253	3.0
5425	Arch 201	3.0
5426	Arch 222	3.0
5427	Arch 232	3.0
5428	PA 11	3.0
5429	PA 122	3.0
5430	PA 247	3.0
5431	PE 2 BR	2.0
5432	PE 2 KD	2.0
5433	PE 2 PWL	2.0
5434	PE 2 PK	2.0
5435	PE 2 FTSL	2.0
5436	PE 2 WR	2.0
5437	PE 2 BD	2.0
5438	PE 2 AD-ST	2.0
5439	PE 2 JJ	2.0
5440	PE 3 Y	2.0
5441	PE 3 TK	2.0
5442	PEd 131.1	3.0
5443	PEd 157	3.0
5444	POLSC 221	3.0
5445	POLSC 277	3.0
5446	POLSC 330	3.0
5447	Pan Pil 163	3.0
5448	Philo 289	3.0
5449	Physics 104	4.0
5450	Physics 113	3.0
5451	Physics 121	3.0
5452	Psych 250	3.0
5453	B 214	3.0
5454	FN 24	4.0
5455	D 30	3.0
5456	Demo 223	3.0
5457	CE 14	3.0
5458	CE 15	0.0
5459	CE 27	0.0
5460	CE 216	3.0
5461	CL 106	3.0
5462	CS 130	3.0
5463	CS 294	3.0
5464	CW 320	3.0
5465	ChE 106	3.0
5466	ChE 122	3.0
5467	ECE 133	3.0
5468	ECE 153	3.0
5469	EDCI 101	3.0
5470	EDR 252	3.0
5471	EDSP 107	3.0
5472	EE 264	3.0
5473	EEE 13	3.0
5474	EEE 33	0.0
5475	EEE 34	1.0
5476	ES 11	3.0
5477	ES 21	3.0
5478	EgyE 324	3.0
5479	Eng 391	3.0
5480	Env Sci 221	3.0
5481	Esp 202	3.0
5482	Esp 324	3.0
5483	MBB 125	5.0
5484	MSE 243	3.0
5485	MSE 243.1	2.0
5486	MatE 14	3.0
5487	Math 53	5.0
5488	Math 54	5.0
5489	Math 55	3.0
5490	Math 100	4.0
5491	Meteo 205	3.0
5492	MuP 10 PNO	2.0
5493	MuP 10 STG Gtr	2.0
5494	MuP 10 VMT	2.0
5495	MuP 20 PNO	2.0
5496	MuP 30 PNO	2.0
5497	MuP 30 STG Gtr	2.0
5498	MuP 31 BR Tu	1.0
5499	MuP 40 PNO	2.0
5500	MuP 40 STG Vn	2.0
5501	MuP 41 BR Tu	1.0
5502	MuP 41 BR Fr	1.0
5503	MuP 50 Ku	2.0
5504	MuP 50 STG Gtr	2.0
5505	MuP 51 Ka	1.0
5506	MuP 51 Ba	1.0
5507	MuP 61 Ba	1.0
5508	MuP 70 STG Gtr	2.0
5509	MuP 71 Ka	1.0
5510	MuP 71 Ku	1.0
5511	MuP 71 Ba	1.0
5512	MuP 80 STG Vn	2.0
5513	MuP 81 Ku	1.0
5514	MuP 81 Ka	1.0
5515	MuP 81 Ba	1.0
5516	MuP 81 PNO	1.0
5517	MuP 81 STG Vn	1.0
5518	MuP 140 BR Tu	3.0
5519	MuP 140 Ba	3.0
5520	MuP 160 BR Tu	3.0
5521	MuP 170 Ba	3.0
5522	MuP 180 KT	3.0
5523	MuP 180 Ku	3.0
5524	MuP 180 Ba	3.0
5525	MuP 180 STG Db	3.0
5526	MuP 190 KT	3.0
5527	MuP 190 Ku	3.0
5528	MuP 190 Ba	3.0
5529	MuP 195 BR Fr	1.0
5530	MuP 252 KT	3.0
5531	MuP 253 KT	3.0
5532	MuP 253 VMT	3.0
5533	MuPC 151 VMT	2.0
5534	L Arch 260	3.0
5535	L Arch 263	3.0
5536	LIS 164	3.0
5537	LIS 190	3.0
5538	LIS 241	3.0
5539	LIS 247	3.0
5540	LIS 253	3.0
5541	LIS 262	3.0
5542	IE 10	1.0
5543	IR 287	3.0
5544	Isl Stud 198B	3.0
5545	Isl Stud 199	3.0
5546	Socio 127	3.0
5547	Span 45	3.0
5548	Span 80	3.0
5549	Speech 160	3.0
5550	Speech 237	3.0
5551	Stat 130	3.0
5552	Stat 267	3.0
5553	Stat 269	3.0
5554	Geog 155	3.0
5555	Geol 130	4.0
5556	Geol 150	5.0
5557	Geol 192	4.0
5558	GmE 233	3.0
5559	Anthro 265	3.0
5560	Anthro 299	3.0
5561	Arch 235	3.0
5562	Art Stud 101	3.0
5563	Art Stud 160	3.0
5564	Art Stud 275	3.0
5565	PA 181	6.0
5566	PA 236	3.0
5567	PA 249	3.0
5568	PA 272	3.0
5569	PE 3 TT	2.0
5570	POLSC 155	3.0
5571	POLSC 260	3.0
5572	POLSC 274	3.0
5573	Pan Pil 198	3.0
5574	Physics 105	3.0
5575	Physics 122	3.0
5576	Physics 209.2	0.0
5577	FN 117	3.0
5578	FS 316	3.0
5579	Film 130	3.0
5580	French 31	3.0
5581	French 40	3.0
5582	D 25	3.0
5583	CE 131	3.0
5584	CE 397	3.0
5585	CL 183	3.0
5586	CL 288	3.0
5587	CS 338	3.0
5588	ChE 123	3.0
5589	ChE 125	3.0
5590	ChE 131	3.0
5591	ChE 242	3.0
5592	Chem 231	3.0
5593	Chem 238	3.0
5594	Comm 354	3.0
5595	EDR 220	3.0
5596	EE 237	3.0
5597	EE 257	3.0
5598	EEE 35	0.0
5599	EM 191	3.0
5600	Econ 287	3.0
5601	Eng 223	3.0
5602	Eng 245	3.0
5603	MBB 121	3.0
5604	MSE 283.1	2.0
5605	MatE 104	2.0
5606	Math 196	1.0
5607	MetE 147	3.0
5608	MetE 241	3.0
5609	MuC 140-O	3.0
5610	MuC 150-O	3.0
5611	MuD 161	2.0
5612	MuD 181	2.0
5613	MuP 11 BR	1.0
5614	MuP 20 STG Gtr	2.0
5615	MuP 21 BR Fr	3.0
5616	MuP 31 STG Hrp	1.0
5617	MuP 40 STG Gtr	2.0
5618	MuP 41 WWD	1.0
5619	MuP 50 STG Vn	2.0
5620	MuP 60 Ku	2.0
5621	MuP 90 STG Vn	2.0
5622	MuP 140 BR Fr	3.0
5623	MuP 170 BR	3.0
5624	MuP 180 BR	3.0
5625	MuP 190 WWD Sax	3.0
5626	MuP 196 BR Fr	1.0
5627	MuP 196 WWD Fl	1.0
5628	MuPC 131	2.0
5629	MuPC 146 VMT	2.0
5630	MuPC 147	2.0
5631	MuPC 151	2.0
5632	MuPC 161	2.0
5633	L Arch 209	3.0
5634	L Arch 299	3.0
5635	LIS 248	3.0
5636	Lingg ng Pil 365	3.0
5637	LinggPil 370	3.0
5638	ID 251	3.0
5639	IR 231	3.0
5640	Isl Stud 122	3.0
5641	Isl Stud 214	3.0
5642	Ital 31	3.0
5643	Ital 40	3.0
5644	Socio 113	3.0
5645	Socio 243	3.0
5646	Span 31	3.0
5647	Speech 197	3.0
5648	Stat 219	3.0
5649	Stat 274	3.0
