course_code,course_title,offering_unit,units
Franc 282,Analyses des Methodes de L'enseignement du Francais Langue etrangere,DEL,3.0
Franc 297,Cours Specialise,DEL,3.0
Franc 298,Travail Dirige,DEL,3.0
Franc 299,Domaines et Techniques de Recherche,DEL,3.0
Franc 300,Elaboration du Memoire (Thesis),DEL,6.0
French 10,Elementary Course,DEL,3.0
French 11,Elementary Course,DEL,3.0
French 12,Intermediate Course,DEL,3.0
French 13,Intermediate Course,DEL,3.0
French 14,Advanced Language Course I,DEL,3.0
French 15,Advanced Language Course II,DEL,3.0
French 16,Advanced Language Course III in French,DEL,6.0
French 30,Advanced Spoken French I,DEL,3.0
French 31,Advanced Spoken French II,DEL,3.0
French 40,Scientific Language,DEL,3.0
French 40,Advanced Grammar,DEL,3.0
French 45,Introduction to French Phonetics and Phonology,DEL,3.0
French 51,Text Engagement in French,DEL,3.0
French 60,Composition,DEL,3.0
French 61,Academic Writing in French,DEL,3.0
French 70,Critical Theories in French,DEL,3.0
French 80,French Stylistics,DEL,3.0
French 100,French Culture and Civilization,DEL,3.0
French 101,Contemporary French Culture,DEL,3.0
French 110,French Literature I,DEL,3.0
French 110,Survey of French Literature,DEL,3.0
French 111,French Literature II,DEL,3.0
French 111,Readings in Modern French Literature,DEL,3.0
French 130,French Linguistics I,DEL,3.0
French 140,Technical French,DEL,3.0
French 197,Special Topics,DEL,3.0
GE 1,Earth Trek,DGE,3.0
GE 2,Introduction to Geodetic Engineering and Geomatics,DGE,1.0
GE 10,General Surveying I,DGE,3.0
GE 11,Elementary Surveying,DGE,2.0
GE 12,General Surveying II,DGE,4.0
GE 15,Mine Surveying,"DMMM, DGE",2.0
GE 30,Digital Cartography,DGE,3.0
GE 38,Digital Cartography,DGE,2.0
GE 116,Property Surveying,DGE,3.0
GE 117,Construction and Industrial Surveying,DGE,3.0
GE 118,Hydrographic Surveying,DGE,3.0
GE 119,Land Surveying,DGE,4.0
GE 119,Land Surveying,DGE,4.0
GE 120,Introductory Object-Oriented Programming for Geomatics,DGE,3.0
GE 122,Mathematical Methods in Geomatics,DGE,3.0
GE 122,Mathematical Methods in Geodetic Engineering,DGE,3.0
GE 127,Adjustment Computations for Geospatial Data Analysis,DGE,4.0
GE 128,Adjustment Computations for Spatial Data Analysis,DGE,3.0
GE 129,Adjustment Computation for Geodetic Applications,DGE,4.0
GE 129,Adjustment Computation for Geodetic Applications,DGE,4.0
GE 142,Geodetic Engineering-Related Laws in the Philippines I,DGE,1.0
GE 143,Laws on Natural Resources,DGE,3.0
GE 143,Geodetic Engineering-Related Laws in the Philippines III,DGE,3.0
GE 144,Geodetic Engineering-Related Laws in the Philippines II,DGE,3.0
GE 148,Land Registration Law,DGE,3.0
GE 149,"Laws, Contracts, and Ethics of the Geodetic Engineering Profession",DGE,2.0
GE 149,"Contracts, Surveying Laws and Ethics",DGE,2.0
GE 151,Introduction to Geodesy,DGE,3.0
GE 152,Reference Systems and Reference Frames,DGE,4.0
GE 152,Reference Systems and Reference Frames,DGE,4.0
GE 153,Earth's Gravity and Geoid Modeling,DGE,3.0
GE 153,Earth's Gravity and Geoid Modelling,DGE,3.0
GE 154,Satellite Positioning Systems,DGE,3.0
GE 154,Satellite Positioning Systems,DGE,3.0
GE 155,Geodetic Control Network,DGE,2.0
GE 155.1,Horizontal Control Network Laboratory,DGE,1.0
GE 155.2,Vertical and Gravity Network Laboratory,DGE,1.0
GE 161,Geometric Geodesy,DGE,3.0
GE 162,Physical Geodesy,DGE,3.0
GE 168,Satellite Geodesy,DGE,3.0
GE 169,Geodetic Control Network,DGE,4.0
GE 174,Satellite Positioning Systems,DGE,3.0
GE 190,Seminar in Geodetic and Geospatial Engineering and Geoinformatics,DGE,1.0
GE 191,Geodetic and Geospatial Engineering and Geoinformatics Practicum I,DGE,1.0
GE 192,Geodetic and Geospatial Engineering and Geoinformatics Practicum II,DGE,3.0
GE 192,Geodetic and Geospatial Engineering and Geoinformatics Practicum,DGE,3.0
GE 193,GE Survey Camp,DGE,2.0
GE 197,Special Topics in Geodetic Engineering,DGE,3.0
GE 198,Special Problems,DGE,3.0
GE 199,Undergraduate Research in Geomatics,DGE,3.0
GE 199,Undergraduate Research,DGE,3.0
GE 200,Undergraduate Thesis,DGE,3.0
GE 203,Principles of Geographic Information Sytems,DGE,3.0
GE 300,Master's Thesis,DGE,3.0
GIM 165,Geographic Information Systems: Theory and Applications,DGE,3.0
GIM 175,Geographic Information Systems: Theory and Applications,DGE,3.0
GIM 176,Land Administration and Management,DGE,2.0
GIM 177,Land Development and Valuation,DGE,3.0
GIM 177,Land Development and Valuation,DGE,3.0
GS 197,Special Topics,CIS,3.0
Geog 1,Places and Landscapes in a Changing World,DGeog,3.0
Geog 100,Physical Geography,DGeog,3.0
Geog 101,Climatology,DGeog,3.0
Geog 103,World Regional Geography,DGeog,3.0
Geog 104,Development of Geographic Thought ,DGeog,3.0
Geog 105,Economic Geography,DGeog,3.0
Geog 109,Quantitative Methods in Geographic Analysis,DGeog,3.0
Geog 111,Resource Management and Conservation,DGeog,3.0
Geog 119,Geography of Movement,DGeog,3.0
Geog 121,Landform Analysis,DGeog,4.0
Geog 124,Geographic Information Systems for Human Geographic Research,DGeog,3.0
Geog 131,Geography of the Philippines,DGeog,3.0
Geog 133,Geography of the Tropics,DGeog,3.0
Geog 135,Rural and Urban Geography,DGeog,3.0
Geog 143,Geography of Asia,DGeog,3.0
Geog 145,Geography of the Pacific,DGeog,3.0
Geog 151,Geography of Europe,DGeog,3.0
Geog 155,Geography of North America,DGeog,3.0
Geog 157,Geography of South America,DGeog,3.0
Geog 159,Geography of Africa,DGeog,3.0
Geog 161,Concepts and Principles of Land Use,DGeog,3.0
Geog 171,Political Geography,DGeog,3.0
Geog 173,Cultural Geography,DGeog,3.0
Geog 183,Transport Geography ,DGeog,3.0
Geog 185,Medical Geography,DGeog,3.0
Geog 190,"Map, Aerial Photo, and Satellite Image Interpretation",DGeog,3.0
Geog 192,Field Methods in Geography,DGeog,6.0
Geog 197,Digital Cartography,DGeog,5.0
Geog 198,Special Topics in Geography,DGeog,3.0
Geog 199,Seminar,DGeog,3.0
Geog 204,Geographic Thought,DGeog,3.0
Geog 209,Spatial Analysis,DGeog,3.0
Geog 211,Seminar in Geography,DGeog,3.0
Geog 212,Applied Climatology,DGeog,3.0
Geog 213,Agriculture and Food Geography,DGeog,3.0
Geog 214,Industrial Geography,DGeog,3.0
Geog 226,Cultural Geography,DGeog,3.0
Geog 235,Geography of Southeast Asia,"DGeog, DGeog",3.0
Geog 241,Applied Geography I,DGeog,3.0
Geog 242,Applied Geography II,DGeog,3.0
Geog 243,Geographic Information Systems Applications in the Social Sciences,DGeog,3.0
Geog 245,Island and Archipelagic Geographies,DGeog,3.0
Geog 246,Geohumanities,DGeog,3.0
Geog 255,Geography of Disasters and Disaster Risk Reduction and Management,DGeog,3.0
Geog 291,Geographic Aspects of Philippine Economic Development,DGeog,3.0
Geog 292,Cultural and Population Geography of the Philippines,DGeog,3.0
Geog 293,Cultures of Mapping and Countercartographies,DGeog,3.0
Geog 299,Research Design in Geography,DGeog,3.0
Geog 300,Master's Thesis,DGeog,6.0
Geog 301,Environmental Geography,DGeog,3.0
Geog 321,Urban Systems,DGeog,3.0
Geol 1,Our Dynamic Earth,NIGS,3.0
Geol 11,Principles of Geology,NIGS,3.0
Geol 11.1,Laboratory in Principles of Geology,NIGS,1.0
Geol 12,Technical Drawing and Field Methods in Geology,NIGS,2.0
Geol 40,Elementary Mineralogy,NIGS,4.0
Geol 41,Mineralogy,NIGS,5.0
Geol 50,Elementary Petrology,NIGS,4.0
Geol 51,Petrology and Petrography,NIGS,5.0
Geol 60,Historical Geology,NIGS,4.0
Geol 70,Field Methods in Geology,NIGS,1.0
Geol 105,Geochemistry,NIGS,3.0
Geol 110,Introduction to Environmental Geology,NIGS,3.0
Geol 112,Structural Geology,NIGS,4.0
Geol 116,Introduction to Engineering Geology,NIGS,3.0
Geol 117,Introduction to Hydrogeology,NIGS,3.0
Geol 118,Geological and Hydrometeorological Hazards,NIGS,3.0
Geol 120,Stratigraphy and Sedimentology,NIGS,4.0
Geol 122,Geomorphology,NIGS,3.0
Geol 130,Elementary Paleontology,NIGS,4.0
Geol 131,Micropaleontology,NIGS,4.0
Geol 132,Paleontology,NIGS,3.0
Geol 133,Marine Geology,NIGS,3.0
Geol 135,Earth History,NIGS,4.0
Geol 140,Optical Mineralogy,NIGS,4.0
Geol 141,Earth Materials Science,NIGS,3.0
Geol 150,Petrography and Petrology,NIGS,5.0
Geol 154,Volcanology,NIGS,3.0
Geol 170,Field Geology,NIGS,3.0
Geol 170,Field Geology,NIGS,3.0
Geol 172,Introduction to Geostatistics,NIGS,3.0
Geol 175,Computer Applications in Geology,NIGS,3.0
Geol 177,Geology and Tectonics of the Philippines and Southeast Asia,NIGS,3.0
Geol 181,Geophysics,NIGS,4.0
Geol 190,Petroleum Geology,NIGS,3.0
Geol 192,Non-Metallic Ore Deposits,NIGS,4.0
Geol 193,Mineral Resources,NIGS,5.0
Geol 194,Metalliferous Ore Deposits,NIGS,5.0
Geol 195,Energy Resources,NIGS,3.0
Geol 196,Undergraduate Seminar,NIGS,2.0
Geol 197,Special Topics in Geology,NIGS,3.0
Geol 198,Laws and Policies in Geology,NIGS,3.0
Geol 199,Undergraduate Research,NIGS,3.0
Geol 200,Undergraduate Thesis,NIGS,3.0
Geol 212,Advanced Structural Geology,NIGS,3.0
Geol 213,Photogeology and Remote Sensing,NIGS,2.0
Geol 215,Advanced Field Geology,NIGS,3.0
Geol 217,Hydrogeology,NIGS,3.0
Geol 241,X-Ray Crystallography and Spectrography,NIGS,4.0
Geol 250,Igneous Petrology,NIGS,4.0
Geol 251,Metamorphic Petrology,NIGS,4.0
Geol 252,Sedimentology,NIGS,3.0
Geol 253,Sedimentary Petrology,NIGS,4.0
Geol 254,Volcanism,NIGS,3.0
Geol 255,Geothermal Resources,NIGS,3.0
Geol 260,Stratigraphic Analysis,NIGS,4.0
Geol 270,Ore Microscopy,NIGS,4.0
Geol 271,Mining Geology,NIGS,3.0
Geol 273,Advanced Mineral Deposits,NIGS,3.0
Geol 274,Environmental Geology,NIGS,4.0
Geol 281,Geophysical Exploration I,NIGS,3.0
Geol 290,Fundamental Problems in Geology,NIGS,3.0
Geol 296,Seminar,NIGS,2.0
Geol 300,Master's Thesis,NIGS,6.0
Geol 399,Research,NIGS,3.0
Geol 400,PhD Dissertation,NIGS,6.0
Geology 297,Special Topics in Geology,NIGS,3.0
German 10,Elementary Course,DEL,3.0
German 11,Elementary Course,DEL,3.0
German 12,Intermediate Course,DEL,3.0
German 13,Intermediate Course,DEL,3.0
German 14,Advanced Language Course I,DEL,3.0
German 15,Advanced Language Course II,DEL,3.0
German 16,Advanced Language Course III in German,DEL,6.0
German 30,Advanced Spoken German I,DEL,3.0
German 31,Advanced Spoken German II,DEL,3.0
German 40,Advanced Grammar,DEL,3.0
German 45,Introduction to German Phonetics and Phonology,DEL,3.0
German 51,Text Engagement in German,DEL,3.0
German 60,Composition,DEL,3.0
German 61,Academic Writing in German,DEL,3.0
German 70,Critical Theories in German,DEL,3.0
German 80,German Stylistics,DEL,3.0
German 100,German Culture and Civilization,DEL,3.0
German 100,History of German Literature,DEL,3.0
German 101,Contemporary German Culture and Civilization,DEL,3.0
German 110,German Literature I,DEL,3.0
German 110,Survey of German Literature,DEL,3.0
German 111,German Literature II,DEL,3.0
German 120,Representative German Authors,DEL,3.0
German 130,German Linguistics I,DEL,3.0
German 140,Technical German,"DEL, DEL",3.0
German 150,Masterpieces of German Literature,DEL,3.0
German 160,Contemporary German Literature,DEL,3.0
German 197,Special Topics,DEL,3.0
GmE 202,Principles of Remote Sensing,DGE,3.0
GmE 203,Principles of Geographic Information Systems,DGE,3.0
GmE 205,Object-Oriented Programming for Geomatic Applications,DGE,3.0
GmE 210,Spatial Visualization,DGE,3.0
GmE 211,Satellite Geodesy,DGE,3.0
GmE 216,Field Techniques in Applied Geodesy and Remote Sensing,DGE,3.0
GmE 217,Cadastral Data Management,DGE,3.0
GmE 220,Spatial Databases,DGE,3.0
GmE 221,Spatial Analysis,DGE,3.0
GmE 222,Advanced Geographic Information Systems,DGE,3.0
GmE 230,Microwave Remote Sensing,DGE,3.0
GmE 231,Lidar Remote Sensing,DGE,3.0
GmE 232,Hyperspectral Remote Sensing,DGE,3.0
GmE 233,Close-Range Photogrammetry,DGE,3.0
GmE 241,Mathematical Geodesy and Adjustments of Geodetic Observations,DGE,3.0
GmE 242,"Satellite Positioning, Signal Processing and Numerical Methods",DGE,3.0
GmE 243,Satellite-Based Positioning Systems (SBPS) Technology Development,DGE,3.0
GsE 188,Digital Photogrammetry,DGE,4.0
GsE 188,Modern Photogrammetry,DGE,4.0
GsE 189,Remote Sensing: Theory and Applications,"DGE, DGE",4.0
HE 100,Family Life and Societal Development,OCS,3.0
HE 101,Ethics and Values in Family and Society,OCS,3.0
HE 102,Introduction to Management of Family Resources,OCS,2.0
HE 290,Graduate Seminar,OCS,1.0
HE 390,Graduate Seminar,OCS,1.0
HEEd 101,History and Philosophy of Home Economics,HEED,3.0
HEEd 120,Household Resource Management,HEED,3.0
HEEd 122,Special Topics in Teaching Technology and Livelihood Education (TLE) in the K to 12 Program,HEED,3.0
HEEd 131,Consumer Education,HEED,3.0
HEEd 132,Management of Learning Environment,HEED,3.0
HEEd 133,Entrepreneurship and Livelihood Education,HEED,3.0
HEEd 134,Practicum I Entrepreneurship Education,HEED,3.0
HEEd 135,Instructional Strategies in Home Economics,HEED,3.0
HEEd 137,Evaluation in Home Economics Education,HEED,3.0
HEEd 138,Information and Communications Technology in Home Economics,HEED,3.0
HEEd 139,Curriculum Planning in Home Economics Education,HEED,3.0
HEEd 147,Practicum II Teaching Home Economics,HEED,6.0
HEEd 148,Adult and Out-of-School Youth Programs in Home Economics,HEED,3.0
HEEd 149,Practicum III Management of School Food Service Centers,HEED,3.0
HEEd 197,Special Problems in Home Economics,HEED,3.0
HEEd 199,Research Methods in Home Economics,HEED,3.0
HEEd 200,Undergraduate Thesis,HEED,3.0
HEEd 201,Principles and Philosophies of Home Economics,HEED,3.0
HEEd 207,Food and Nutrition Programs in Schools,HEED,3.0
HEEd 211,School Food Service Center Management,HEED,3.0
HEEd 212,Supervision and Evaluation in Home Economics,HEED,3.0
HEEd 214,Home Economics in the Educational System,HEED,3.0
HEEd 217,Designs of Training Programs in Home Economics,HEED,3.0
HEEd 220,Resource Management in Households,HEED,3.0
HEEd 224,Cross Cultural Development of Household Technologies,HEED,3.0
HEEd 231,Consumer Studies in the Family Environment,HEED,3.0
HEEd 233,Family Entrepreneurship,HEED,3.0
HEEd 292,Seminar in Values and Professional Ethics,HEED,3.0
HEEd 297,Special Project in Home Economics,HEED,3.0
HEEd 299,Research Methods in Home Economics,HEED,3.0
HEEd 300,Master's Thesis,HEED,6.0
HEEd 301,Paradigms and Perspectives in Home Economics,HEED,3.0
HEEd 337,Evaluation of Home Economics Programs,HEED,3.0
HEEd 338,Assessment of Family and Household Characteristics,HEED,3.0
HEEd 341,Management of Home Economics Programs,HEED,3.0
HEEd 380,Special Problems in Home Economics,HEED,3.0
HEEd 397,Special Topics in Home Economics,HEED,3.0
HEEd 399,Research for Home Economics Professionals,HEED,3.0
HEEd 400,Dissertation,HEED,12.0
HMS 201,Philosophy of Human Movement Science,CHK-GSP,3.0
HMS 205,Research Methods in Physical Education,CHK-GSP,3.0
HMS 206,Measurement and Evaluation in Human Movement Science,CHK-GSP,3.0
HMS 211,Organization and Management of Sports,CHK-GSP,2.0
HMS 212,Physical Fitness Programs,CHK-GSP,2.0
HMS 213,Physiological Foundation of Coaching,CHK-GSP,3.0
HMS 214,Sports Psychology,CHK-GSP,3.0
HMS 215,Motor Control,CHK-GSP,3.0
HMS 216,Analysis of Human Movement,CHK-GSP,3.0
HMS 217,Applied Exercise Physiology,CHK-GSP,3.0
HMS 221,Dance in Culture,CHK-GSP,3.0
HMS 231,Leisure Education,CHK-GSP,3.0
HMS 232,Management of Leisure,CHK-GSP,3.0
HMS 234,Leisure for Special Groups,CHK-GSP,3.0
HMS 235,Contemporary Problems in Leisure,CHK-GSP,3.0
HMS 241,Advanced Administration of Physical Education,CHK-GSP,3.0
HMS 242,Current Trends in Physical Education,CHK-GSP,3.0
HMS 243,Psycho-social Issues in Physical Education,CHK-GSP,3.0
HMS 298,Seminar in Human Movement Science,CHK-GSP,3.0
HMS 299,Research in Human Movement Science,CHK-GSP,3.0
HMS 300,Thesis,CHK-GSP,6.0
HRIM 100,"Introduction to Operations in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 102,Rooms Division Management,HRIM,3.0
HRIM 103,"Nutrition in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 104,Food and Beverage Management I,HRIM,5.0
HRIM 105,Beverage Management I,HRIM,3.0
HRIM 106,"Computers in the Management of Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 107,"Management Information Systems for Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 109,Purchasing Management,HRIM,3.0
HRIM 110,"Macro-Perspectives in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 111,Food and Beverage Management II,HRIM,5.0
HRIM 112,"Business Management in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 115,"Management Accounting in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 116,"Introduction to Financial Accounting in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 120,"Micro-Perspectives in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 121,Food and Culture,HRIM,3.0
HRIM 127,Human Resource Management I,HRIM,3.0
HRIM 128,Facilities Planning and Design,HRIM,4.0
HRIM 130,Cost Control and Analysis,HRIM,3.0
HRIM 131,"Operations Management in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 132,"Service Quality Management in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 138,"Properties Management for Hotels, Restaurants, and Related Institutions",HRIM,3.0
HRIM 140,"Nutrition in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 141,"Financial Management in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 142,Food and Culture,HRIM,3.0
HRIM 143,"Procurement Management in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 144,Rooms Division Management,HRIM,3.0
HRIM 150,Culinary Management,HRIM,5.0
HRIM 151,Beverage Management I,HRIM,3.0
HRIM 153,"Managerial Control in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 154,"Management Information Systems in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 155,"Human Resource Management in Hotels, Restaurants and Related Institutions I",HRIM,3.0
HRIM 156,"Marketing Management in Hotels, Restaurants and Related Institutions I",HRIM,3.0
HRIM 160,"Law and the Management of Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 161,"Catering Management in Hotels, Restaurants and Related Institutions",HRIM,5.0
HRIM 162,"Financial Management in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 163,"Events Management in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 164,"Franchise Management in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 165,"Multicultural Management in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 169,"Gastronomy in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 170,"Marketing Management in Hotels, Restaurants and Related Institutions I",HRIM,3.0
HRIM 171,"Marketing Management in Hotels, Restaurants and Related Institutions II",HRIM,3.0
HRIM 171,"Marketing Management in Hotels, Restaurants and Related Institutions II",HRIM,3.0
HRIM 174,Practicum I,HRIM,4.0
HRIM 175,Practicum II,HRIM,5.0
HRIM 176,"Facilities Planning and Design in Hotels, Restaurants and Related Institutions",HRIM,4.0
HRIM 177,"Properties Management in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 179,"Strategic Management in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 186,"Practicum in Hotels, Restaurants and Related Institutions",HRIM,10.0
HRIM 190,"Strategic Management in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 199,"Research Methods in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 199,Research in HRIM,HRIM,3.0
HRIM 200,Undergraduate Thesis,HRIM,3.0
HRIM 201,"Systems Management in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 227,"Organizational Behavior in Hotels, Restaurants and Related Institutions",HRIM,2.0
HRIM 228,"Facilities Design Systems for Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 230,"Management Control in Hotels, Restaurants and Related Institutions",HRIM,2.0
HRIM 233,"Operations Management in Hotels, Restaurants, and Related Institutions",HRIM,2.0
HRIM 270,"Marketing Management in Hotels, Restaurants and Related Institutions",HRIM,2.0
HRIM 280,"Strategic Management in Hotels, Restaurants and Related Institutions",HRIM,2.0
HRIM 297,Special Topics,HRIM,2.0
HRIM 299,"Research Methods in Hotels, Restaurants and Related Institutions",HRIM,3.0
HRIM 300,Master's Thesis,HRIM,6.0
Hapon 10,Elementaring Hapon I (Elementary Japanese I),Lingg,3.0
Hapon 11,Elementaring Hapon II (Elementary Japanese II),Lingg,3.0
Hapon 12,Intermidyet na Hapon I (Intermediate Japanese I),Lingg,3.0
Hapon 13,Intermidyet na Hapon II (Intermediate Japanese II),Lingg,3.0
Hapon 100,Advans na Hapon I (Advanced Japanese I),Lingg,3.0
Hapon 101,Advans na Hapon II (Advanced Japanese II),Lingg,3.0
Hapon 110,Mga Babasahin sa Hapon (Readings in Japanese),Lingg,3.0
Hapon 111,Advans na Komposisyon sa Hapon (Advanced Composition in Japanese),Lingg,3.0
Hapon 112,Advans na Kanji (Advanced Kanji),Lingg,3.0
Hapon 120,Pagbasa sa Hapon (Reading in Japanese) ,Lingg,3.0
Hapon 121,Pagbasa ng Dyaryong Hapon (Reading Japanese Newspaper),Lingg,3.0
Hapon 122,Advans na Pagbasa I (Advanced Reading I),Lingg,3.0
Hapon 123,Advans na Pagbasa II (Advanced Reading II),Lingg,3.0
IA 202,Foreign Policy Analysis,PolSci,3.0
IA 205,Evolution of the International System,PolSci,3.0
