,0
"('UP Department of Geodetics Engineering', 'UP School of Statistics New Building')",1082.3
"('UP Department of Geodetics Engineering', 'Technology Management Center - University of the Philippines')",1640.9
"('UP Department of Geodetics Engineering', 'UP Asian Institute Of Tourism')",1389.6
"('University of the Philippines Center for International Studies', 'National Institute of Geological Sciences')",908.2
"('University of the Philippines Center for International Studies', 'UP College of Home Economics')",453.5
"('University of the Philippines Center for International Studies', 'UP Institute of Islamic Studies')",1266.1
"('University of the Philippines Center for International Studies', 'UP College of Law')",537.7
"('University of the Philippines Center for International Studies', 'National Institute of Molecular Biology and Biotechnology')",676.4
"('University of the Philippines Center for International Studies', 'UP Department of Mechanical Engineering')",696.1
"('University of the Philippines Center for International Studies', 'UP Marine Science Institute')",619.6
"('University of the Philippines Center for International Studies', 'Institute of Mathematics')",995.7
"('University of the Philippines Center for International Studies', 'Alfredo V. Lagmay Hall')",68.4
"('University of the Philippines Center for International Studies', 'UP School of Urban and Regional Planning')",1277.4
"('University of the Philippines Center for International Studies', 'UP Vanguard Building')",1283.1
"('University of the Philippines Center for International Studies', 'University of the Philippines-Diliman Department of Sociology')",91.3
"('University of the Philippines Center for International Studies', 'Bulwagang Silangang Palma')",133.9
"('University of the Philippines Center for International Studies', 'UP School of Statistics New Building')",659.6
"('University of the Philippines Center for International Studies', 'Technology Management Center - University of the Philippines')",1069.1
"('University of the Philippines Center for International Studies', 'UP Asian Institute Of Tourism')",1776.5
"('National Institute of Geological Sciences', 'UP College of Home Economics')",833.8
"('National Institute of Geological Sciences', 'UP Institute of Islamic Studies')",1552.5
"('National Institute of Geological Sciences', 'UP College of Law')",1256.1
"('National Institute of Geological Sciences', 'National Institute of Molecular Biology and Biotechnology')",510.2
"('National Institute of Geological Sciences', 'UP Department of Mechanical Engineering')",1115.1
"('National Institute of Geological Sciences', 'UP Marine Science Institute')",356.9
"('National Institute of Geological Sciences', 'Institute of Mathematics')",313.3
"('National Institute of Geological Sciences', 'Alfredo V. Lagmay Hall')",976.6
"('National Institute of Geological Sciences', 'UP School of Urban and Regional Planning')",1563.9
"('National Institute of Geological Sciences', 'UP Vanguard Building')",1702.7
"('National Institute of Geological Sciences', 'University of the Philippines-Diliman Department of Sociology')",819.5
"('National Institute of Geological Sciences', 'Bulwagang Silangang Palma')",938.8
"('National Institute of Geological Sciences', 'UP School of Statistics New Building')",710.7
"('National Institute of Geological Sciences', 'Technology Management Center - University of the Philippines')",386.7
"('National Institute of Geological Sciences', 'UP Asian Institute Of Tourism')",2062.9
"('UP College of Home Economics', 'UP Institute of Islamic Studies')",1714.2
"('UP College of Home Economics', 'UP College of Law')",591.7
"('UP College of Home Economics', 'National Institute of Molecular Biology and Biotechnology')",392.2
"('UP College of Home Economics', 'UP Department of Mechanical Engineering')",1094.1
"('UP College of Home Economics', 'UP Marine Science Institute')",796.4
"('UP College of Home Economics', 'Institute of Mathematics')",785.6
"('UP College of Home Economics', 'Alfredo V. Lagmay Hall')",385.2
"('UP College of Home Economics', 'UP School of Urban and Regional Planning')",1725.5
"('UP College of Home Economics', 'UP Vanguard Building')",1730.2
"('UP College of Home Economics', 'University of the Philippines-Diliman Department of Sociology')",544.8
"('UP College of Home Economics', 'Bulwagang Silangang Palma')",392.6
"('UP College of Home Economics', 'UP School of Statistics New Building')",1082.8
"('UP College of Home Economics', 'Technology Management Center - University of the Philippines')",831.5
"('UP College of Home Economics', 'UP Asian Institute Of Tourism')",2224.6
"('UP Institute of Islamic Studies', 'UP College of Law')",1366.4
"('UP Institute of Islamic Studies', 'National Institute of Molecular Biology and Biotechnology')",1680.1
"('UP Institute of Islamic Studies', 'UP Department of Mechanical Engineering')",848.1
"('UP Institute of Islamic Studies', 'UP Marine Science Institute')",1357.8
"('UP Institute of Islamic Studies', 'Institute of Mathematics')",1811.6
"('UP Institute of Islamic Studies', 'Alfredo V. Lagmay Hall')",1334.4
"('UP Institute of Islamic Studies', 'UP School of Urban and Regional Planning')",131.5
"('UP Institute of Islamic Studies', 'UP Vanguard Building')",422.4
"('UP Institute of Islamic Studies', 'University of the Philippines-Diliman Department of Sociology')",1307.4
"('UP Institute of Islamic Studies', 'Bulwagang Silangang Palma')",1400.0
"('UP Institute of Islamic Studies', 'UP School of Statistics New Building')",1018.0
"('UP Institute of Islamic Studies', 'Technology Management Center - University of the Philippines')",1885.0
"('UP Institute of Islamic Studies', 'UP Asian Institute Of Tourism')",602.6
"('UP College of Law', 'National Institute of Molecular Biology and Biotechnology')",814.5
"('UP College of Law', 'UP Department of Mechanical Engineering')",524.8
"('UP College of Law', 'UP Marine Science Institute')",1029.4
"('UP College of Law', 'Institute of Mathematics')",1207.9
"('UP College of Law', 'Alfredo V. Lagmay Hall')",498.7
"('UP College of Law', 'UP School of Urban and Regional Planning')",1248.2
"('UP College of Law', 'UP Vanguard Building')",1183.3
"('UP College of Law', 'University of the Philippines-Diliman Department of Sociology')",629.0
"('UP College of Law', 'Bulwagang Silangang Palma')",506.2
"('UP College of Law', 'UP School of Statistics New Building')",1069.5
"('UP College of Law', 'Technology Management Center - University of the Philippines')",1281.3
"('UP College of Law', 'UP Asian Institute Of Tourism')",1681.6
"('National Institute of Molecular Biology and Biotechnology', 'UP Department of Mechanical Engineering')",1134.7
"('National Institute of Molecular Biology and Biotechnology', 'UP Marine Science Institute')",472.8
"('National Institute of Molecular Biology and Biotechnology', 'Institute of Mathematics')",462.0
"('National Institute of Molecular Biology and Biotechnology', 'Alfredo V. Lagmay Hall')",608.0
"('National Institute of Molecular Biology and Biotechnology', 'UP School of Urban and Regional Planning')",1691.4
"('National Institute of Molecular Biology and Biotechnology', 'UP Vanguard Building')",1722.4
"('National Institute of Molecular Biology and Biotechnology', 'University of the Philippines-Diliman Department of Sociology')",622.4
"('National Institute of Molecular Biology and Biotechnology', 'Bulwagang Silangang Palma')",615.5
"('National Institute of Molecular Biology and Biotechnology', 'UP School of Statistics New Building')",812.3
"('National Institute of Molecular Biology and Biotechnology', 'Technology Management Center - University of the Philippines')",535.4
"('National Institute of Molecular Biology and Biotechnology', 'UP Asian Institute Of Tourism')",2190.5
"('UP Department of Mechanical Engineering', 'UP Marine Science Institute')",826.5
"('UP Department of Mechanical Engineering', 'Institute of Mathematics')",1374.1
"('UP Department of Mechanical Engineering', 'Alfredo V. Lagmay Hall')",764.3
"('UP Department of Mechanical Engineering', 'UP School of Urban and Regional Planning')",729.8
"('UP Department of Mechanical Engineering', 'UP Vanguard Building')",665.0
"('UP Department of Mechanical Engineering', 'University of the Philippines-Diliman Department of Sociology')",737.4
"('UP Department of Mechanical Engineering', 'Bulwagang Silangang Palma')",829.9
"('UP Department of Mechanical Engineering', 'UP School of Statistics New Building')",866.5
"('UP Department of Mechanical Engineering', 'Technology Management Center - University of the Philippines')",1447.6
"('UP Department of Mechanical Engineering', 'UP Asian Institute Of Tourism')",1163.3
"('UP Marine Science Institute', 'Institute of Mathematics')",601.6
"('UP Marine Science Institute', 'Alfredo V. Lagmay Hall')",688.0
"('UP Marine Science Institute', 'UP School of Urban and Regional Planning')",1369.1
"('UP Marine Science Institute', 'UP Vanguard Building')",1414.1
"('UP Marine Science Institute', 'University of the Philippines-Diliman Department of Sociology')",530.9
"('UP Marine Science Institute', 'Bulwagang Silangang Palma')",650.2
"('UP Marine Science Institute', 'UP School of Statistics New Building')",490.0
"('UP Marine Science Institute', 'Technology Management Center - University of the Philippines')",675.1
"('UP Marine Science Institute', 'UP Asian Institute Of Tourism')",1868.1
"('Institute of Mathematics', 'Alfredo V. Lagmay Hall')",1001.4
"('Institute of Mathematics', 'UP School of Urban and Regional Planning')",1822.9
"('Institute of Mathematics', 'UP Vanguard Building')",1961.8
"('Institute of Mathematics', 'University of the Philippines-Diliman Department of Sociology')",904.4
"('Institute of Mathematics', 'Bulwagang Silangang Palma')",1008.8
"('Institute of Mathematics', 'UP School of Statistics New Building')",969.7
"('Institute of Mathematics', 'Technology Management Center - University of the Philippines')",158.9
"('Institute of Mathematics', 'UP Asian Institute Of Tourism')",2321.9
"('Alfredo V. Lagmay Hall', 'UP School of Urban and Regional Planning')",1345.8
"('Alfredo V. Lagmay Hall', 'UP Vanguard Building')",1351.5
"('Alfredo V. Lagmay Hall', 'University of the Philippines-Diliman Department of Sociology')",159.6
"('Alfredo V. Lagmay Hall', 'Bulwagang Silangang Palma')",65.6
"('Alfredo V. Lagmay Hall', 'UP School of Statistics New Building')",728.0
"('Alfredo V. Lagmay Hall', 'Technology Management Center - University of the Philippines')",1074.8
"('Alfredo V. Lagmay Hall', 'UP Asian Institute Of Tourism')",1844.8
"('UP School of Urban and Regional Planning', 'UP Vanguard Building')",369.6
"('UP School of Urban and Regional Planning', 'University of the Philippines-Diliman Department of Sociology')",1318.7
"('UP School of Urban and Regional Planning', 'Bulwagang Silangang Palma')",1411.4
"('UP School of Urban and Regional Planning', 'UP School of Statistics New Building')",1029.3
"('UP School of Urban and Regional Planning', 'Technology Management Center - University of the Philippines')",1896.4
"('UP School of Urban and Regional Planning', 'UP Asian Institute Of Tourism')",549.8
"('UP Vanguard Building', 'University of the Philippines-Diliman Department of Sociology')",1324.4
"('UP Vanguard Building', 'Bulwagang Silangang Palma')",1417.1
"('UP Vanguard Building', 'UP School of Statistics New Building')",1348.2
"('UP Vanguard Building', 'Technology Management Center - University of the Philippines')",2035.2
"('UP Vanguard Building', 'UP Asian Institute Of Tourism')",625.8
"('University of the Philippines-Diliman Department of Sociology', 'Bulwagang Silangang Palma')",225.2
"('University of the Philippines-Diliman Department of Sociology', 'UP School of Statistics New Building')",570.9
"('University of the Philippines-Diliman Department of Sociology', 'Technology Management Center - University of the Philippines')",977.8
"('University of the Philippines-Diliman Department of Sociology', 'UP Asian Institute Of Tourism')",1817.7
"('Bulwagang Silangang Palma', 'UP School of Statistics New Building')",690.2
"('Bulwagang Silangang Palma', 'Technology Management Center - University of the Philippines')",1082.3
"('Bulwagang Silangang Palma', 'UP Asian Institute Of Tourism')",1910.4
"('UP School of Statistics New Building', 'Technology Management Center - University of the Philippines')",1043.2
"('UP School of Statistics New Building', 'UP Asian Institute Of Tourism')",1528.4
"('Technology Management Center - University of the Philippines', 'UP Asian Institute Of Tourism')",2395.4
