course_code,course_title,offering_unit,units,timeslot,venue,instructor
BA 400,Dissertation Research,"DBA-BGC, DBA",6.0,F 2-5PM,TBA,"YU, JOEL"
BIO 1,Contemporary Topics in Biology,IB,3.0,TTh 8:30-10AM,IB 2000B,"GARCIA, LUIS MARIA; OROZCO, ZENITH GAYE"
BIO 11,Fundamentals of Biology I,IB,3.0,TTh 7-8:30AM,IB 117,"SANTOS, DAISY MAY; MAZAHERY, AHMAD REZA"
BIO 11.1,Fundamentals of Biology I Laboratory,IB,2.0,TTh 8:30-11:30AM,IB 306,"GIGANTE, EARL TERRENZ"
BIO 12,Fundamentals of Biology II,IB,3.0,TTh 8:30-10AM,IB 345,"BASCOS, ERIKA MARIE; ROÑO, JOHN GREGOR; MENDOZA, ROGEL VICTOR"
BIO 12.1,Fundamentals of Biology II Laboratory,IB,2.0,TTh 11:30AM-2:30PM,IB 307,"MENDOZA, ROGEL VICTOR"
BIO 100,Statistical Methods in Biology,IB,3.0,T 12-2PM,IB 2000A,"MATIAS, AMBROCIO MELVIN"
BIO 101,Plant Morphoanatomy,IB,3.0,TTh 1-2PM,IB 2000B,"HALILI, JORDAN FERDIN; BASCOS, ERIKA MARIE"
BIO 102,Comparative Vertebrate Anatomy,IB,3.0,TTh 1-2:30PM,IB 345,"CATAP, ELENA"
BIO 102.1,Comparative Vertebrate Anatomy Laboratory,IB,2.0,TTh 2:30-5:30PM,IB 302,"PEREDAS, CHARMAINE"
BIO 111,Phycology,IB,4.0,WF 9-10AM,IB 250,"PEREZ, TERESITA; SANTIANEZ, WILFRED JOHN"
BIO 112,Mycology,IB,4.0,TTh 9-10AM,IB 250,"DACONES, LEILANI"
BIO 116,Invertebrate Biology,IB,4.0,WF 12-1PM,IB 119,"TABIOS, IAN KIM; UY-YABUT, CHRISTINE JEWEL"
BIO 117,Vertebrate Biology,IB,4.0,TTh 12-1PM,IB 119,"DUYA, MARIANO ROY"
BIO 120,General Microbiology,IB,4.0,TTh 7-8AM,IB 345,"ADAO, DAVIN EDRIC"
BIO 121,Plant Physiology,IB,4.0,TTh 12-1PM,IB 345,"PUZON, JULIANA JANET"
BIO 122,Animal Physiology,IB,3.0,WF 11:30AM-1PM,IB 250,"OROZCO, ZENITH GAYE; TABIOS, IAN KIM"
BIO 122.1,Animal Physiology Laboratory,IB,2.0,WF 8:30-11:30AM,IB 321,"PEREDAS, CHARMAINE"
BIO 123,Fundamentals of Microbial Physiology,"IB, IB",3.0,M 3-5PM,IB 280,"PAGOSO, EDISON JAY"
BIO 125,Medical Microbiology,"IB, IB",3.0,W 3-5PM,IB 280,"TABIOS, IAN KIM"
BIO 131,Plant Developmental Biology,IB,4.0,TTh 10-11AM,IB 345,"BASCOS, ERIKA MARIE; DELFIN, JAY"
BIO 132,Animal Developmental Biology,IB,3.0,TTh 1-2:30PM,IB 250,"IPULAN, LERRIE ANN"
BIO 132.1,Animal Developmental Biology Laboratory,IB,2.0,TTh 8:30-11:30AM,IB 260,"ACEBEDO, ALVIN"
BIO 134,General Animal Histology,IB,3.0,M 1-3PM,IB 345,"CATAP, ELENA"
BIO 140,Fundamentals of Genetics,IB,3.0,TTh 7-8:30AM,IB 250,"QUILANG, JONAS; SANTOS, NICK RAINIER; CANOY, REYNAND JAY"
BIO 140.1,Fundamentals of Genetics Laboratory,IB,2.0,TTh 8:30-11:30AM,IB 169,"LUCZON, ADRIAN"
BIO 141,Fundamentals of Microbial Genetics,IB,3.0,Th 12-2PM,IB 280,"ADAO, DAVIN EDRIC"
BIO 141,Fundamentals of Microbial Genetics,IB,3.0,Th 12-2PM,IB 280,"ADAO, DAVIN EDRIC"
BIO 142,Fundamentals of Cytogenetics,IB,3.0,TTh 12-1PM,IB 250,"CAO, ERNELEA; CANOY, REYNAND JAY"
BIO 150,Fundamentals of Cell and Molecular Biology,IB,3.0,WF 7-8:30AM,IB 250,"IBANA, JOYCE; IMPERIAL, IVAN CHRISTIAN; VELARDE, MICHAEL"
BIO 150.1,Fundamentals of Cell and Molecular Biology Laboratory,IB,2.0,WF 8:30-11:30AM,IB 280,"SANTOS, DAISY MAY; BALUYOT, JOBRIELL"
BIO 151,Fundamentals of Immunobiology,IB,3.0,TTh 7-8AM,IB 2000A,"IBANA, JOYCE"
BIO 151,Fundamentals of Immunobiology,IB,3.0,TTh 7-8AM,IB 2000A,"IBANA, JOYCE"
BIO 160,Fundamentals of Ecology,IB,3.0,TTh 11:30AM-1PM,IB 117,"UY-YABUT, CHRISTINE JEWEL"
BIO 160.1,Fundamentals of Ecology Laboratory,IB,2.0,TTh 8:30-11:30AM,IB 118,"PINEDA, ANGEL GABRIEL; GICARAYA, VINCE ANGELO"
BIO 162,Limnology,IB,4.0,WF 1-2PM,IB 119,"MAGBANUA, FRANCIS"
BIO 163,Fundamentals of Microbial Ecology,"IB, IB",3.0,Th 9-11AM,IB 280,"SIMBAHAN, JESSICA"
BIO 164,Biodiversity and Conservation Biology,IB,3.0,WF 7-8:30AM,IB 2000A,"SALMO, SEVERINO"
BIO 165,Biogeography,IB,3.0,WF 10-11:30AM,IB 250,"MAGBANUA, FRANCIS; DUYA, MARIANO ROY"
BIO 191,Systematics and Evolution  ,IB,3.0,WF 3-4PM,IB 345,"LUCZON, ADRIAN; UY-YABUT, CHRISTINE JEWEL"
BIO 193,Evolutionary Ecology,IB,3.0,WF 8:30-10AM,IB 2000B,"RODRIGUEZ, LILLIAN JENNIFER; MATIAS, AMBROCIO MELVIN"
BIO 196,Undergraduate Seminar,IB,1.0,T 6-7PM,IB 2000A,"VELARDE, MICHAEL"
BIO 200,Undergraduate Thesis,IB,1.0,TBA,,"MATIAS, AMBROCIO MELVIN"
BIO 220,Chemical Physiology,IB,3.0,Th 11:30AM-2:30PM,IB 321; T 12-2PM lec IB 321,"BUHIAN, WILLIAM PATRICK; OROZCO, ZENITH GAYE"
BIO 224,Stress Physiology,IB,3.0,Th 8:30-11:30AM,IB 321; T 9-11AM lec IB 321,"CATAP, ELENA; DELFIN, JAY"
BIO 230,Differentiation in Embryonic Systems,"IB, IB",3.0,WF 11:30AM-1PM,IB 2000A,"ACEBEDO, ALVIN; BASCOS, ERIKA MARIE"
BIO 240,Advanced Genetics,IB,3.0,W 2:30-5:30PM,IB 155; F 3-5PM lec IB 155,"QUILANG, JONAS; SANTOS, NICK RAINIER"
BIO 241,Advanced Molecular Genetics,IB,3.0,Th 2:30-5:30PM,IB 345; T 3-5PM lec IB 2000B,"SANTOS, NICK RAINIER; SANCHEZ, LIBERTINE ROSE"
BIO 243,Population Genetics,IB,3.0,WF 1-2:30PM,IB 155,"MATIAS, AMBROCIO MELVIN"
BIO 250,Advanced Cell and Molecular Biology,IB,3.0,T 2:30-5:30PM,IB 155,"IBANA, JOYCE; VELARDE, MICHAEL; LOZANO, JAVIER"
BIO 260,Advanced Ecology,IB,3.0,F 8:30-11:30AM,IB 118; W 9-11AM lec IB 118,"SALMO, SEVERINO"
BIO 262,Freshwater Ecology,IB,3.0,S 7-10AM,IB 155; S 10AM-12PM lec IB 155,"MAGBANUA, FRANCIS"
BIO 265,Advanced Biogeography,IB,3.0,TTh 2:30-4PM,IB 119,"DUYA, MARIANO ROY"
BIO 281,Experimental Design and Statistical Analysis,IB,3.0,W 2:30-5:30PM,IB 2000B,"RODRIGUEZ, LILLIAN JENNIFER; MATIAS, AMBROCIO MELVIN"
BIO 296,Seminar,IB,1.0,T 9-10AM,IB 155,"IBANA, JOYCE"
BIO 299,Research in Biology,"IB, IB",2.0,M 7AM-1PM,TBA,"PUZON, JULIANA JANET"
BIO 300,M.S. Thesis,IB,6.0,TBA,,"TABIOS, IAN KIM"
BIO 395,Advanced Studies in Biology,IB,4.0,Su 7AM-7PM,TBA,"MATIAS, AMBROCIO MELVIN"
BIO 397,Current Topics in Biology,"IB, IB",3.0,F 2:30-5:30PM,IB 2000B,"MATIAS, AMBROCIO MELVIN"
BIO 400,PhD Dissertation,IB,6.0,TBA,,"MATIAS, AMBROCIO MELVIN"
BJ 101,Introduction to Broadcast Journalism,OCS,3.0,S 8:30-11:30AM,BVR,"MANAHAN, ROLL JERVIS"
BMAS 100,Introduction to Broadcast Media Studies,DBC,3.0,F 8:30-11:30AM,CMC RADIO,"BAUTISTA, ROEHL NIÑO"
BMAS 105,Ethics in Broadcast Media,DBC,3.0,F 8:30-11:30AM,BVR,"SUAREZ, GERARD MARTIN"
BMAS 107,Writing for Broadcast Media ,DBC,3.0,Th 8:30-11:30AM,CMC RADIO,"BRAGAIS, MA. ROSA CER"
BMAS 108,Presentation Skills in Broadcast Media ,DBC,3.0,F 8:30-11:30AM,CMC TV,"VENZON, SHAIRA KRISTINE"
BMAS 109,Political Economy of Broadcast Media,DBC,3.0,F 1-4PM,CMC RADIO,"REGALA, REGINA CARMELI"
BMAS 111,Videography in Broadcast Media,DBC,3.0,Th 8:30-11:30AM,CMC TV,"TAÑAQUIN, ANNICALOU"
BMAS 113,Production for Broadcast Media II,DBC,3.0,F 1-4PM,MCB TV Studio,"VENZON, SHAIRA KRISTINE"
BMAS 125,Audience Studies in Broadcast Media,DBC,3.0,Th 8:30-11:30AM,M 107,"BRILLON, CHERISH AILEEN"
BMAS 136,Performance for Broadcast Media,DBC,3.0,Th 8:30-11:30AM,MCB Radio Studio,"VINCULADO, JANE"
BMAS 141,Music in Broadcast Media,DBC,3.0,W 8:30-11:30AM,MCB Radio Studio,"DIZON, PATRICIA MARIE"
BMAS 143,Editing for Broadcast Media,DBC,3.0,S 8:30-11:30AM,CMC TV,"SAYAT, CARL DAVE ANTHONY"
BMAS 146,Documentary for Broadcast Media,DBC,3.0,Th 1-4PM,BVR,"DEL ROSARIO, ELEAZAR"
BMAS 163,Advertising in Broadcast Media,DBC,3.0,T 4-7PM,M 107,"MANALO, EUGENE"
BMAS 196,Special Topics in Broadcast Media,DBC,3.0,T 8:30-11:30AM,TBA,"AGUIRRE, ALWIN"
BMAS 197,Special Projects in Broadcast Media,DBC,3.0,Th 1-4PM,M 107,"TOLENTINO-CANLAS, DAPHNE-TATIANA"
BMAS 199,Research in Broadcast Media,DBC,3.0,Th 1-4PM,MCB Radio Studio,"SUAREZ, GERARD MARTIN"
BMAS 199.1,Capstone Project,DBC,3.0,T 1-4PM,M 107,"ILAGAN, CECILE ANGELA"
BMAS 200,Thesis,DBC,3.0,M 8:30-11:30AM,TBA,"AGUIRRE, ALWIN"
Bioethics 231,Moral Reasoning and Analytical Techniques in Bioethics,Philo,3.0,T 5-8PM,TBA,"CENTENO-LUMAGBAS, LILYBETH"
Bioinfo 203,Bioinformatics Software Engineering,DCS,3.0,T 6-9PM,TBA,"YAP, JAN MICHAEL"
Bioinfo 204,Computational Methods for Analyzing Nucleic Acids and Proteins,DCS,3.0,W 6-9PM,TBA,"YAP, JAN MICHAEL"
Bioinfo 296,Graduate Seminar,DCS,1.0,Th 6-7PM,AECH-CLR2,"CABARLE, FRANCIS GEORGE"
Bioinfo 297,Special Topics in Bioinformatics,DCS,3.0,M 7-10AM,TBA,"YAP, JAN MICHAEL"
CD 11,Introduction to Community Development,CD,3.0,Th 8:30-11:30AM,TBA,"GABO, LEOCITO"
CD 100,Philippine Society and Community Development I,CD,3.0,T 8:30-11:30AM,TBA,"DE DIOS, HONORIO"
CD 101,Philippine Society and Community Development II,CD,3.0,W 2:30-5:30PM,TBA,"ROSEL, LISA VICTORIA"
CD 110,Development Theories,CD,3.0,T 8:30-11:30AM,TBA,"REYES, JENNIE LYN"
CD 111,"Policies, Programs and Services for Community Development",CD,3.0,F 2:30-5:30PM,TBA,"RECIO, REDENTO"
CD 112,Gender and Development,CD,3.0,S 8:30-11:30AM,TBA,"PANGANIBAN, IVY MARIAN"
CD 121,Community Organizing,CD,3.0,W 2:30-5:30PM,TBA,"MANALILI, ANGELITO"
CD 122,Organizing and Social Movements,CD,3.0,W 2:30-5:30PM,TBA,"TAN, MARIA CORAZON"
CD 123,Communication Strategies for Community Development,CD,3.0,T 8:30-11:30AM,TBA,"GARCIA, JOSE LUIS"
CD 126,Innovative Strategies in Community Organizing,CD,3.0,TBA,,"LAGOS, DEVRALIN"
CD 131,Planning and Administration in Community Development,CD,3.0,S 8:30-11:30AM,TBA,"ESPENIDO, LOURDES MARINA"
CD 134,Community Development and Disaster Risk Management,CD,3.0,T 2:30-5:30PM,TBA,"VERA, CESAR ALLAN"
CD 135,People's Initiatives and Economic Enterprises,CD,3.0,TBA,,"GABO, LEOCITO"
CD 135,People's Initiative and Economic Enterprises,CD,3.0,TBA,,"GABO, LEOCITO"
CD 180,Practicum I,CD,9.0,TBA,,"VERA, CESAR ALLAN"
CD 180,Practicum I,CD,9.0,TBA,,"VERA, CESAR ALLAN"
CD 181,Practicum II,CD,9.0,TBA,,"BAÑEZ, JOHN ERWIN; OBEDICEN, VICTOR; ROSEL, LISA VICTORIA; VERA, CESAR ALLAN; REYES, JENNIE LYN; RECIO, REDENTO; GARCIA, JOSE LUIS"
CD 181,Practicum II,CD,9.0,TBA,,"BAÑEZ, JOHN ERWIN; OBEDICEN, VICTOR; ROSEL, LISA VICTORIA; VERA, CESAR ALLAN; REYES, JENNIE LYN; RECIO, REDENTO; GARCIA, JOSE LUIS"
CD 190,Statistics for Community Development,"CD, CD",3.0,F 8:30-11:30AM,TBA,"BAÑEZ, JOHN ERWIN"
CD 192,"Community Development Research Practicum, Dissemination and Utilization",CD,3.0,Th 2:30-5:30PM,TBA,"WAMIL, ROMANO ANTONIO"
CD 201,Philippine Social Realities and Community Development,CD,3.0,F 5:30-8:30PM,TBA,"LAGOS, DEVRALIN"
CD 202,Development Theories in Community Development ,"CD, CD",3.0,W 5:30-8:30PM,TBA,"TORRES, AMARYLLIS"
CD 224,Community Conflict Resolution and Peace Building Strategies for Community Development,CD,3.0,W 5:30-8:30PM,TBA,"GABO, LEOCITO"
CD 231,Community Development Planning,CD,3.0,T 5:30-8:30PM,TBA,"MANALILI, ANGELITO"
CD 232,Development and Management of CD Programs and Projects,"CD, CD",3.0,T 5:30-8:30PM,TBA,"PANGANIBAN, IVY MARIAN"
CD 236,Community Enterprise and Cooperatives Development,CD,3.0,F 5:30-8:30PM,TBA,"ESPENIDO, LOURDES MARINA"
CD 241,Community Leadership and Organizational Development,"CD, DAF-BGC, DAF",3.0,Th 5:30-8:30PM,TBA,"DE LA CRUZ, LENORE"
CD 243,Managing Conflicts in Community-Based and Social Development Organizations,CD,3.0,F 5:30-8:30PM,TBA,"PAPA, VENARICA"
CD 243,Participatory Management of Community-Based and Social Development Organizations,CD,3.0,F 5:30-8:30PM,TBA,"PAPA, VENARICA"
CD 280,Field Instruction,"WD, CD",3.0,TBA,,"PAPA, VENARICA"
CD 292,Community Development Research II,"CD, CD",3.0,Th 5:30-8:30PM,TBA,"MUEGO, PAUL EDWARD"
CE 1,Introduction to Civil Engineering,ICE,2.0,M 10AM-12PM,ICE Theater,CONCEALED
CE 11,Engineering Geology and Engineering Meteorology,ICE,3.0,TTh 1-2:30PM,TBA,CONCEALED
CE 17,Fluid Mechanics,ICE,0.0,TTh 8:30-10AM,TBA,CONCEALED
CE 18,Solid Mechanics,ICE,4.0,TTh 7-9AM,TBA,CONCEALED
CE 22,Engineering Economics,ICE,3.0,S 9AM-12PM,TBA,CONCEALED
CE 24,Mathematical Methods in Civil Engineering I,ICE,3.0,WF 2:30-4PM,TBA,CONCEALED
CE 25,Mathematical Methods in Civil Engineering II,ICE,0.0,F 8-10AM,TBA,CONCEALED
CE 29,Probability and Statistics for Engineering,ICE,3.0,TTh 11:30AM-1PM,TBA,CONCEALED
CE 31,Construction Materials,ICE,0.0,F 8-10AM,TBA,CONCEALED
CE 41,Construction Plans,ICE,2.0,F 1-3PM,TBA,CONCEALED
CE 115,Water Resources and Coastal Engineering I,ICE,4.0,Th 11:30AM-2:30PM,TBA; T 11:30AM-2:30PM lec TBA,CONCEALED
CE 116,Water Resources and Coastal Engineering II,ICE,3.0,S 7-9AM,TBA; S 9AM-12PM lab TBA,CONCEALED
CE 123,Construction Engineering and Management I ,ICE,3.0,M 4-7PM,TBA,CONCEALED
CE 124,Construction Engineering and Management II,ICE,3.0,F 7-9AM,TBA,CONCEALED
CE 130,Elements of Environmental and Energy Engineering,ICE,3.0,TTh 8:30-10AM,TBA,CONCEALED
CE 132,Sanitary Engineering I ,ICE,3.0,TTh 8:30-10AM,TBA,CONCEALED
CE 141,Transportation Engineering I,ICE,3.0,TTh 1-2:30PM,TBA,CONCEALED
CE 142,Transportation Engineering II ,ICE,3.0,TTh 8:30-10AM,TBA,CONCEALED
CE 151,Structural Engineering I,ICE,4.0,TTh 9:30-11:30AM,TBA,CONCEALED
CE 152,Structural Engineering II,ICE,4.0,S 8AM-12PM,TBA,CONCEALED
CE 153,Structural Engineering III,ICE,3.0,M 1-4PM,TBA,CONCEALED
CE 162,Geotechnical Engineering I ,ICE,0.0,T 8-10AM,TBA,CONCEALED
CE 163,Geotechnical Engineering II,ICE,3.0,S 9AM-12PM,TBA,CONCEALED
CE 164,Geotechnical Engineering III,ICE,3.0,WF 4-5:30PM,TBA,CONCEALED
CE 190,Seminar and Research Methods in Civil Engineering,ICE,1.0,F 1-4PM,TBA,CONCEALED
CE 196,Civil Engineering Design Project,ICE,3.0,S 7AM-1PM,TBA; M 12-1PM lec TBA,CONCEALED
CE 197,Special Topics,ICE,3.0,M 1-4PM,TBA,CONCEALED
CE 198,Special Problems,ICE,3.0,TTh 1-2:30PM,TBA,CONCEALED
CE 199,Undergraduate Research Project,ICE,3.0,F 1-2PM,TBA; WF 2:30-5:30PM lab TBA,CONCEALED
CE 201,Matrix Theory of Structures,ICE,3.0,T 6-9PM,TBA,CONCEALED
CE 211,Free Surface Flow,ICE,3.0,Th 4-7PM,TBA,CONCEALED
CE 213,Advanced Hydrology,ICE,3.0,T 1-4PM,TBA,CONCEALED
CE 214,Groundwater Development,ICE,3.0,T 4-7PM,TBA,CONCEALED
CE 226,Structural Dynamics,ICE,3.0,Th 6-9PM,TBA,CONCEALED
CE 246,Transportation and Traffic Surveys,ICE,3.0,S 9AM-12PM,TBA,CONCEALED
CE 248,Traffic Flow Theory and Analysis,ICE,3.0,F 4-7PM,TBA,CONCEALED
CE 249,Planning and Design of Transportation Facilities,ICE,3.0,Th 6-9PM,TBA,CONCEALED
CE 250,Pre-Stressed Concrete,ICE,3.0,Th 6-9PM,TBA,CONCEALED
CE 252,Design of Metal Structures,ICE,3.0,W 6-9PM,TBA,CONCEALED
CE 255,Theory of Plates and Shells,ICE,3.0,Th 4-7PM,TBA,CONCEALED
CE 260,Soil and Rock Testing,ICE,3.0,S 9-10AM,TBA; S 10AM-4PM lab TBA,CONCEALED
CE 261,Soil and Rock Mechanics,ICE,3.0,F 6-9PM,TBA,CONCEALED
CE 266,Earth Structures,ICE,3.0,M 6-9PM,TBA,CONCEALED
CE 269,Ground Improvement Techniques,ICE,3.0,T 6-9PM,TBA,CONCEALED
CE 270,Fundamental Coastal Hydrodynamics,ICE,3.0,T 4-7PM,TBA,CONCEALED
CE 297,Special Topics,ICE,3.0,Th 6-9PM,TBA,CONCEALED
CE 298,Special Problems,ICE,3.0,M 6-9PM,TBA,CONCEALED
CE 300,Thesis,ICE,3.0,TBA,,CONCEALED
CE 318,Groundwater Flow and Contaminant Transport,ICE,3.0,T 8-11AM,TBA,CONCEALED
CE 400,PhD Dissertation,ICE,3.0,TBA,,"TINGATINGA, ERIC AUGUSTUS"
CL 40,Survey of Asian Literature,DECL,3.0,TTh 4-5:30PM,CAL 211,"SY, DOMINIC PAUL"
CL 50,Survey of Philippine Literature in English,DECL,3.0,TTh 7-8:30AM,PAV 1210,"SALAZAR, JOSEPH"
CL 100,Introduction to Comparative Literature,DECL,3.0,TTh 2:30-4PM,PAV 1114,"TORRECAMPO, ROSELLA"
CL 105,Literature and the Other Arts II,DECL,3.0,TTh 2:30-4PM,CAL 310,"LEDESMA, AUGUSTO XAVIER"
CL 110,"Literature, Politics and Social Change",DECL,3.0,TTh 8:30-10AM,CAL 501,"PATINO, BERNARD JULIAN"
CL 111,The Short Story,DECL,3.0,WF 11:30AM-1PM,CAL 511,"ANG, FRANCIS EDUARD"
CL 112,The Novel,DECL,3.0,WF 1-2:30PM,CAL 204,"CHUA-MANANSALA, MARIA ANA MICAELA"
CL 113,Poetry,DECL,3.0,WF 7-8:30AM,PH 138,"SHAW, THOMAS LEONARD"
CL 115,Creative Nonfiction,DECL,3.0,TTh 10-11:30AM,PAV 1210,"CRUZ, CONCHITINA"
CL 121,Critical Approaches to Literature I,DECL,3.0,TTh 11:30AM-1PM,PAV 1214,"TESTA-DE OCAMPO, ANNA MELINDA URSULA"
CL 122,Critical Approaches to Literature II,DECL,3.0,TTh 1-2:30PM,CAL 211,"BAUTISTA, VICTOR FELIPE"
CL 123,Critical Approaches to Literature III,DECL,3.0,WF 10-11:30AM,PAV 1114,"TESTA-DE OCAMPO, ANNA MELINDA URSULA"
CL 135,Literature of Contemporary Europe in English Translation,DECL,3.0,TTh 4-5:30PM,CAL 310,"LEDESMA, AUGUSTO XAVIER"
CL 142,The Literatures of Southeast Asia I,DECL,3.0,TTh 11:30AM-1PM,CAL 409,"ANG, FRANCIS EDUARD"
CL 145,The Literature of Japan,"DECL, DECL",3.0,WF 11:30AM-1PM,CAL 310,"BORLAZA, CATHERINE REGINA"
CL 150,The Literature of the Philippines in English I,DECL,3.0,TTh 7-8:30AM,CAL 212,"CONCEPCION, MARY GRACE"
CL 151,The Literature of the Philippines in English II,DECL,3.0,TTh 4-5:30PM,CAL 204,"REYES, DANILO FRANCISCO"
CL 152,Philippine Regional Literatures in English Translation I,DECL,3.0,TTh 10-11:30AM,CAL 501,"PATINO, BERNARD JULIAN"
CL 154,Philippine Women Writers in English,DECL,3.0,WF 10-11:30AM,CAL 213,"UYCHOCO, MARIKIT TARA"
CL 184,Gay Writing,DECL,3.0,WF 5:30-7PM,PAV 1214,"GARCIA, JOSE NEIL"
CL 198,Selected Topics,DECL,3.0,TTh 1-2:30PM,PAV 1210,"DE GUZMAN, ODINE MARIA"
CL 199,Research,DECL,3.0,TTh 7-8:30AM,PAV 1214,"PISON, RUTH JORDANA"
CL 200,Undergraduate Thesis,DECL,3.0,TBA,,TBA
CL 201,Areas and Methods of Comparative Literary Study,DECL,3.0,F 4-7PM,PAV 1210,"TORRECAMPO, ROSELLA"
CL 202,Literary Theory and Criticism,DECL,3.0,M 4-7PM,CAL 212,"DE GUZMAN, ODINE MARIA"
CL 203,Aesthetics and Literary Criticism,DECL,3.0,W 5-8PM,PAV 1114,"DE GUZMAN, ODINE MARIA"
CL 241,Asian Literatures II,DECL,3.0,T 4-7PM,PH 138,"CHUA-MANANSALA, MARIA ANA MICAELA"
CL 251,Philippine Literatures in English II,DECL,3.0,S 9AM-12PM,PAV 1214,"CONCEPCION, MARY GRACE"
CL 300,Master's Thesis,DECL,3.0,TBA,,TBA
CL 302,Seminar: Literary Theory and Criticism,DECL,3.0,M 4-7PM,PAV 1210,"TESTA-DE OCAMPO, ANNA MELINDA URSULA"
CL 340,Seminar: Asian Literatures,DECL,3.0,T 4-7PM,PAV 1214,"TOPE, LILY ROSE"
CL 371,Seminar: Popular Literature,DECL,3.0,Th 4-7PM,PH 138,"CHUA-MANANSALA, MARIA ANA MICAELA"
CL 385,Seminar: Literary Translation,DECL,3.0,W 4-7PM,CAL 204,"PISON, RUTH JORDANA"
CL 400,Doctoral Dissertation,DECL,6.0,TBA,,TBA
CRes 101,Introduction to Communication Research ,DCRes,3.0,F 8:30-11:30AM,A 201,"ROMBAOA, JASMINE SABRINA"
CRes 130,Qualitative Analysis in Communication Research,DCRes,3.0,Th 1-5PM,A 201,"BALDO-CUBELO, JULIENNE THESA"
CRes 135,Quantitative Analysis in Communication Research,DCRes,3.0,T 9AM-1PM,A 201,"SAN PASCUAL, MARIA ROSEL"
CRes 145,Media Monitoring,DCRes,3.0,F 1-4PM,A 102,"OSORIO, MARIA JERIESA"
CRes 155,Strategies in Research Dissemination,DCRes,3.0,T 1-4PM,A 201,"SOLIS, RANDY JAY"
CRes 170,Communication Research and Media Practice,DCRes,3.0,S 9AM-12PM,A 201,"MADAMBA, MA. CRISELDA"
CRes 185,Communication and Media Project Implementation,DCRes,3.0,M 2-5PM,TBA,"AQUINO-GONZALES, LEONORA"
CRes 197,Special Topics in Communication Research,DCRes,3.0,Th 9AM-12PM,A 201,"ROBLES, HENRY"
CRes 200,Undergraduate Thesis,DCRes,3.0,M 4-7PM,TBA,"PARAGAS, FERNANDO"
CS 10,Introduction to Computing,DCS,3.0,TTh 10-11:30AM,AECH-Seminar Room,"FERIA, ROMMEL"
CS 11,Computer Programming I,"DCS, EEEI",3.0,Th 8-10AM,AECH-Accenture Rm,"BELTRAN, JEROME CARY"
CS 12,Computer Programming II,"DCS, EEEI",3.0,T 10-11AM,AECH-Accenture Rm; M 1-2PM lec AECH-Accenture Rm,"CORONEL, JUAN FELIPE"
CS 20,Digital Electronics and Circuits,DCS,3.0,M 8-10AM,AECH-Accenture Rm,"ADDAWE, JOZELLE"
CS 21,Computer Organization and Architecture,DCS,4.0,WF 11:30AM-1PM,AECH-Accenture Rm,"CORONEL, JUAN FELIPE"
CS 30,Discrete Mathematics for Computer Science I,DCS,3.0,TTh 2:30-4PM,AECH-CLR1,"JUAYONG, RICHELLE ANN"
CS 31,Discrete Mathematics for Computer Science II,DCS,3.0,TTh 8:30-10AM,AECH-Seminar Room,"BUNO, KELVIN"
CS 32,Data Structures and Algorithms I,DCS,4.0,WF 2:30-4PM,AECH-Accenture Rm,"ORDANEL, IVY"
CS 33,Data Structures and Algorithms II,DCS,4.0,WF 8:30-10AM,AECH-Accenture Rm,"ATIENZA, KEVIN CHARLES"
CS 132,Introduction to Data Science,DCS,3.0,WF 11:30AM-1PM,AECH-CLR2,"REGONIA, PAUL ROSSENER"
CS 136,Elementary Numerical Computing I,DCS,3.0,WF 8:30-10AM,AECH-ERDT Rm,"HERNANDEZ, NESTINE HOPE"
CS 145,Computer Networks,DCS,4.0,TTh 4-5:30PM,AECH-Accenture Rm,"TAN, WILSON"
CS 153,Introduction to Computer Security,DCS,3.0,TTh 10-11:30AM,AECH-CLR4,"ZUNIGA, PHILIP CHRISTIAN"
CS 155,Compiler Construction,DCS,3.0,Th 11AM-1PM,AECH-Accenture Rm,"PANCHO, SUSAN"
CS 171,Topics in Theoretical Computer Science,DCS,3.0,TTh 11:30AM-1PM,AECH-CLR4,"LABAO, ALFONSO"
CS 173,Topics in Software Technology,DCS,3.0,TTh 1-2:30PM,AECH-Seminar Room,"TAN, WILSON"
CS 175,Topics in Computational Science,DCS,3.0,TTh 5:30-7PM,AECH-CLR3,"CAPULONG, RIZALDY"
CS 176,Topics in Intelligent Systems,DCS,3.0,TTh 8:30-10AM,AECH-CLR4,"RAQUEL, CARLO"
CS 180,Artificial Intelligence,DCS,3.0,TTh 8:30-10AM,AECH-CLR3,"GABUD, ROSELYN"
CS 192,Software Engineering II,DCS,3.0,Th 7-10AM,AECH-CLR1; T 8-10AM lec AECH-CLR1,"FIGUEROA, LIGAYA LEAH"
CS 194,Undergraduate Research Seminar,DCS,1.0,M 5-6PM,AECH-Accenture Rm,"VILLAR, JOHN JUSTINE"
CS 196,Seminar on Ethical and Professional Issues in Computing,DCS,1.0,Th 9-10AM,AECH-ERDT Rm,"FERIA, ROMMEL"
CS 197,Special Topics,DCS,3.0,F 6-9PM,AECH-ERDT Rm,"FESTIN, CEDRIC ANGELO"
CS 199,Special Problems II,DCS,3.0,M 2-9PM,AECH-Seminar Room,"YAP, JAN MICHAEL; HERNANDEZ, NESTINE HOPE; CLEMENTE, JHOIRENE; ORDANEL, IVY"
